date_day,Acre,Afghanistan,Africa,Alabama,Alagoas,Alaska,Albania,Alberta,Algeria,Amapá,Amazonas,Andorra,Angola,Anguilla,Anhui,Antigua and Barbuda,Argentina,Arizona,Arkansas,Armenia,Artania Cruise,Aruba,Asia,Australia,Australian Capital Territory,Austria,Azerbaijan,Baden-Württemberg,Bahamas,Bahia,Bahrain,Bangladesh,Barbados,Bavaria,Beijing,Belarus,Belgium,Belize,Benin,Berlin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brandenburg,Brazil,Bremen,British Columbia,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cabo Verde,California,Cambodia,Cameroon,Canada,CAR,Caribbean Netherlands,Cayman Islands,Ceará,Chad,Channel Islands,Chile,China,Chongqing,Colombia,Colorado,Congo,Connecticut,continent_name,Costa Rica,Croatia,Cuba,Curacao,Cyprus,Czechia,Delaware,Denmark,Diamond Princess,Djibouti,Dominica,Dominican Republic,DRC,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Espírito Santo,Estonia,Eswatini,Ethiopia,Europe,Faeroe Islands,Falkland Islands,Federal Bureau of Prisons,Federal District,Fiji,Finland,Florida,France,French Guiana,French Polynesia,From Diamond Princess cruise,From Grand Princess,Fujian,Gabon,Gambia,Gansu,Georgia,Germany,Ghana,Gibraltar,Goiás,Grand Princess,Greece,Greenland,Grenada,Guadeloupe,Guam,Guangdong,Guangxi,Guatemala,Guinea-Bissau,Guinea,Guizhou,Guyana,Hainan,Haiti,Hamburg,Hawaii,Hebei,Heilongjiang,Henan,Hesse,Honduras,Hong Kong,Hubei,Hunan,Hungary,Iceland,Idaho,Illinois,India,Indiana,Indonesia,Inner Mongolia,Iowa,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Ivory Coast,Jamaica,Japan,Jiangsu,Jiangxi,Jilin,Jordan,Kansas,Kazakhstan,Kentucky,Kenya,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liaoning,Liberia,Libya,Liechtenstein,Lithuania,Louisiana,Lower Saxony,Luxembourg,Macau,Madagascar,Maine,Malawi,Malaysia,Maldives,Mali,Malta,Manitoba,Maranhão,Martinique,Maryland,Massachusetts,Mato Grosso do Sul,Mato Grosso,Mauritania,Mauritius,Mayotte,Mecklenburg-Vorpommern,Mexico,Michigan,Minas Gerais,Minnesota,Mississippi,Missouri,Moldova,Monaco,Mongolia,Montana,Montenegro,Montserrat,Morocco,Mozambique,MS Zaandam,Myanmar,Namibia,Navajo Nation,Nebraska,Nepal,Netherlands,Nevada,New Brunswick,New Caledonia,New Hampshire,New Jersey,New Mexico,New South Wales,New York,New Zealand,Newfoundland and Labrador,Nicaragua,Niger,Nigeria,Ningxia,North America,North Carolina,North Dakota,North Macedonia,North Rhine-Westphalia,Northern Mariana Islands,Northern Territory,Northwest Territories,Norway,Nova Scotia,Oceania,Ohio,Oklahoma,Oman,Ontario,Oregon,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Paraná,Paraíba,Pará,Pennsylvania,Pernambuco,Peru,Philippines,Piauí,Poland,Portugal,Prince Edward Island,Puerto Rico,Qatar,Qinghai,Quebec,Queensland,Reunion,Rhineland-Palatinate,Rhode Island,Rio de Janeiro,Rio Grande do Norte,Rio Grande do Sul,Romania,Rondônia,Roraima,Russia,Rwanda,Saarland,Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Pierre Miquelon,San Marino,Santa Catarina,Sao Tome and Principe,Saskatchewan,Saudi Arabia,Saxony-Anhalt,Saxony,Schleswig-Holstein,Senegal,Serbia,Sergipe,Seychelles,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Somalia,South Africa,South America,South Australia,South Carolina,South Dakota,South Korea,South Sudan,Spain,Sri Lanka,St. Barth,St. Vincent Grenadines,Sudan,Suriname,Sweden,Switzerland,Syria,São Paulo,Taiwan,Tanzania,Tasmania,Tennessee,Texas,Thailand,The World,Thuringia,Tianjin,Tibet,Timor-Leste,Tocantins,Togo,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos,U.S. Virgin Islands,Uganda,UK,Ukraine,United Arab Emirates,Uruguay,US Military,US Virgin Islands,US,Utah,Uzbekistan,Vatican City,Venezuela,Vermont,Veteran Affair,Victoria,Vietnam,Virginia,WA,Washington DC,West Virginia,Western Australia,Western Sahara,Wisconsin,World,Worldwide,Wyoming,Xinjiang,Yemen,Yokohama,Yukon,Yunnan,Zambia,Zhejiang,Zimbabwe
2020-02-11,0,0,661,191,0,22,17,25,45,0,0,20,1,0,0,4,87,119,70,28,0.0,3,9444,105,2,363,76,0,3,0,55,54,3,0,1,366,1209,0,0,0,0,0,16,23,0,0,1832,0,25,0,0,16,20,0,0,1276,2,27,1230,0,0,6,0,1,1,301,65,0,201,246,0,875,610.0,16,121,33,0,29,205,145,408,0,45,0,128,19,248,128,15,0,0,0,36,0,3,36661,0,0,0,0,0,179,1118,8728,5,5,42.0,0.0,0,0,0,0,1598,4288,0,4,0,0,77,0,0,0,8,3,0,6,0,16,0,2,0,1,0,23,0,25,0,0,7,25,0,0,78,24,40,1289,572,554,218,3,102,1997,91,345,8,398,3039,26,4,351,0,0,0,4,79,24,141,14,112,42,1,29,27,0,0,2,1,32,1417,0,127,1,11,20,0,156,0,9,6,13,0,1,326,1365,0,0,0,24,7,0,346,1749,0,83,177,341,91,2,1,0,9,3,101,0,0,0,0,426,61,0,1746,161,2,0,32,3326,108,48,8556,50,2,0,25,16,0,33799,293,12,29,0,0,0,0,220,17,155,329,145,48,379,49,68,3,149,0,4,0,0,0,1750,0,393,106,0,468,699,0,60,378,0,760,9,9,0,147,0,0,0,344,0,0,1175,0,0,0,0,0,0,2,0,0,7,43,0,0,0,11,247,0,0,0,2,5,25,0,1,106,3,0,70,1,63,3104,5,185,32,53,1,6180,5,0,1,0,0,1213,547,0,0,3,0,9,337,1047,111,42567.0,0,0,0,0,0,7,2,27,3892,0,0.0,0,3634,206,283,9,0,2,31835,59,30,0,1,32,0,21,2,457,598,114,67,11,0,67,0.0,83824,9,0,0,0,0,0,0,1,1
2020-02-12,0,56,733,165,0,6,6,98,103,0,0,24,2,0,0,0,74,187,74,20,7.0,7,9345,119,1,352,57,0,4,0,33,41,4,0,0,0,1380,2,4,0,2,0,11,87,0,0,959,0,63,0,0,24,19,0,0,1191,1,0,727,0,0,0,0,0,25,344,32,0,94,233,0,1231,361.0,13,40,43,2,19,237,110,331,0,31,1,83,7,101,149,9,0,2,0,41,1,8,27825,1,0,0,0,1,132,1279,2733,4,1,0.0,0.0,1,6,0,0,816,3243,73,6,0,0,20,0,0,4,1,1,0,4,15,7,0,2,0,3,0,16,0,20,0,0,7,21,0,0,73,76,69,1004,594,545,247,3,77,2089,70,370,12,395,3599,62,1,252,0,0,0,4,90,56,53,16,78,12,2,6,7,2,1,1,0,37,1857,0,39,0,10,29,4,170,0,0,52,1,0,2,428,1337,0,0,0,17,17,0,296,1503,0,51,100,404,101,4,0,21,16,0,28,0,0,1,0,0,53,0,952,134,2,0,46,3585,62,49,8670,54,9,0,69,6,0,31837,371,18,15,0,0,0,1,106,31,174,410,75,40,-119,64,727,8,112,0,2,0,0,0,1617,0,280,104,0,331,712,0,38,228,0,636,13,5,0,160,0,0,0,360,0,0,1154,1,0,1,0,0,0,11,0,4,4,289,0,0,0,0,292,0,1,0,1,2,0,1,0,66,0,47,0,0,31,1887,4,183,48,47,0,5478,7,0,0,2,0,376,960,0,0,3,2,9,169,863,38,41069.0,0,0,0,0,0,6,0,22,3148,3,0.0,0,3802,143,277,9,0,1,30507,75,114,0,6,31,0,33,4,238,400,95,21,10,0,191,0.0,71801,12,0,0,0,1,0,0,1,1
2020-02-13,0,30,720,208,0,14,16,69,69,0,0,0,4,0,0,0,103,250,110,11,20.0,0,9863,107,0,248,0,0,1,0,25,35,4,0,1,138,1123,1,6,0,0,0,26,26,2,0,921,0,0,0,0,19,27,0,0,1254,0,103,1922,0,0,4,0,0,47,310,39,0,79,385,0,399,486.0,19,56,32,0,20,116,80,278,0,9,0,167,0,181,103,7,0,0,0,11,0,1,30774,2,1,0,0,2,249,805,4700,7,1,0.0,0.0,0,3,0,1,359,4024,0,5,0,0,62,0,0,1,19,8,0,9,0,10,0,5,0,0,0,20,0,20,0,0,30,25,0,0,11,69,23,900,726,458,218,1,82,2274,83,390,11,593,4316,16,3,515,0,0,0,22,61,60,38,16,109,69,1,9,14,0,3,0,0,32,514,0,75,0,2,14,0,131,0,6,28,9,0,4,445,764,0,0,0,0,13,0,253,1493,0,70,183,119,112,7,1,17,20,0,153,0,0,0,0,0,41,0,1224,94,3,0,48,3381,81,57,8986,67,14,1,40,8,0,28272,134,21,72,0,0,1,0,115,26,177,304,93,33,836,69,380,26,187,1,9,0,0,0,1082,0,535,414,0,367,452,0,23,279,0,947,14,10,0,116,0,0,0,193,0,0,954,2,0,1,0,3,0,7,0,0,18,93,0,0,0,4,284,0,0,0,1,5,0,1,0,0,12,49,24,0,70,2188,2,132,28,47,0,4273,6,0,0,2,0,387,182,0,0,10,2,3,311,422,51,26030.0,0,0,0,0,0,11,2,21,3135,0,0.0,4,5903,68,294,6,0,0,25609,176,92,0,4,51,0,23,4,233,352,100,42,7,0,192,0.0,71994,13,0,0,0,0,0,0,1,0
2020-02-14,0,38,742,98,0,14,29,106,80,0,0,62,2,0,0,0,98,250,5,52,2.0,2,9257,143,3,80,141,0,4,0,10,18,1,0,1,211,1260,0,0,0,2,0,18,26,0,0,1144,0,29,0,0,24,16,0,1,1397,0,46,1473,0,0,6,0,0,30,424,30,0,139,384,23,362,533.0,19,47,19,0,30,281,143,612,0,1,0,90,6,97,85,6,0,7,0,79,0,5,35677,0,0,0,0,0,45,1277,6559,4,1,0.0,0.0,0,0,0,0,416,4949,9,3,0,0,60,1,0,4,9,8,0,11,3,38,0,1,0,3,0,32,1,13,0,0,4,28,0,0,55,53,65,1094,506,516,181,0,88,2483,58,331,6,429,4805,27,2,204,0,0,0,13,69,44,86,4,139,3,1,24,7,1,3,1,2,40,2199,0,117,1,0,24,1,179,0,2,11,12,0,2,414,1334,0,0,0,31,6,0,202,1481,0,76,97,187,161,2,0,19,6,0,116,0,0,1,2,0,38,0,904,183,7,0,81,4229,48,87,11005,89,8,0,24,14,0,35725,213,13,53,0,0,1,0,275,29,232,427,171,21,375,100,189,21,128,0,8,0,0,0,1937,0,151,152,0,331,1392,0,74,250,0,896,7,13,0,95,0,0,0,251,0,0,658,13,0,0,1,7,1,8,0,0,11,331,0,0,0,15,148,0,0,0,1,2,1,1,4,195,2,14,20,0,80,2101,2,217,25,81,1,6023,11,0,0,0,0,312,1398,3,0,8,0,6,254,842,102,30707.0,0,0,0,0,0,1,3,58,3013,0,0.0,0,3735,155,241,14,0,4,33732,181,57,0,2,72,0,20,2,395,665,145,45,17,4,116,0.0,83734,21,0,0,0,0,0,0,1,0
2020-02-15,0,26,937,265,0,10,28,106,185,0,0,11,0,0,0,6,88,171,55,34,0.0,2,8458,192,2,530,0,0,0,0,45,9,5,0,2,47,1661,1,3,0,0,0,7,72,0,0,1150,0,53,0,2,21,14,0,0,1381,0,203,1261,0,0,1,0,1,39,333,25,0,106,453,0,1090,342.0,20,68,36,0,40,325,57,85,0,9,2,108,14,205,120,10,1,0,0,57,0,3,48845,2,1,0,0,5,267,1260,17355,6,2,0.0,0.0,1,0,0,0,523,6096,1,7,0,0,69,0,2,2,2,9,0,3,6,21,0,4,0,0,0,36,0,2,0,0,42,17,1,0,55,45,122,1569,515,398,106,0,85,2560,48,424,7,559,4585,24,6,318,0,0,0,11,71,72,61,12,0,14,0,16,12,0,1,6,0,75,1138,0,125,2,11,56,0,150,0,3,0,15,0,5,427,1436,0,0,0,27,12,0,178,1953,0,47,181,298,86,4,0,21,37,1,109,0,0,0,0,0,30,2,1026,75,0,0,61,4305,92,104,10426,82,12,0,22,20,0,34758,295,14,46,0,0,4,2,115,14,279,410,109,25,462,73,258,34,198,0,4,0,0,0,1225,0,181,76,0,354,852,0,62,126,0,583,27,13,0,54,0,0,0,430,0,0,582,5,0,0,0,0,0,6,0,0,14,154,0,0,0,0,305,0,0,1,0,3,0,3,0,0,5,21,80,2,43,2111,11,146,22,94,0,7026,8,0,5,2,0,563,596,0,0,7,0,0,223,777,89,28953.0,0,1,0,0,0,1,3,40,2786,0,0.0,3,4450,154,240,17,0,1,32856,160,20,0,7,51,0,30,6,306,372,104,20,14,0,264,0.0,95388,13,0,0,0,0,0,0,2,0
2020-02-16,0,34,666,163,0,4,27,98,139,0,0,38,0,1,0,2,132,185,59,73,0.0,5,9082,222,4,374,43,0,3,0,8,5,1,0,1,141,1422,0,0,0,3,0,9,31,0,0,1135,0,55,0,0,28,6,1,0,1219,4,51,1553,5,0,6,0,1,21,373,25,0,96,386,0,267,143.0,21,48,21,0,36,265,25,317,0,7,0,96,11,405,86,5,0,4,0,103,0,6,35320,2,0,0,0,0,97,1235,2116,0,0,0.0,0.0,4,3,0,0,696,7082,9,7,0,0,129,0,0,3,5,0,0,1,0,22,0,0,0,2,0,27,1,1,0,0,3,43,0,0,38,99,222,717,535,470,196,0,62,2715,44,402,39,819,4668,4,3,233,4,0,0,21,63,51,83,29,75,14,0,35,14,1,0,1,3,47,2735,0,168,0,2,32,3,217,0,5,6,40,0,3,345,1228,0,0,0,8,0,0,132,1457,0,53,104,188,82,5,0,24,20,0,59,0,0,4,0,0,41,2,1083,185,10,0,64,3335,40,91,8697,71,8,0,24,16,0,30811,273,12,30,0,0,1,0,357,20,293,355,160,21,401,90,159,16,158,0,15,0,0,0,1282,0,91,385,0,516,783,1,30,114,0,907,38,27,0,91,0,0,0,445,0,0,601,2,0,1,0,0,0,9,0,0,13,165,0,0,0,12,111,0,0,0,3,4,0,0,0,114,2,24,0,0,82,2277,11,261,36,86,0,7472,3,0,0,1,0,621,989,6,0,9,0,6,-88,646,103,19447.0,0,3,0,0,0,3,7,32,2456,0,0.0,1,4244,138,210,19,0,7,28779,76,31,1,2,17,0,49,11,220,611,67,26,22,0,175,0.0,78449,16,0,0,0,0,1,3,2,1
2020-02-17,0,43,576,108,0,10,18,117,131,0,0,14,1,0,0,0,79,124,60,92,7.0,0,8364,272,3,490,41,0,6,0,68,2,11,0,2,0,1384,0,4,0,0,1,8,62,0,0,1119,0,53,0,2,37,21,0,0,1349,1,22,1140,0,0,8,0,0,13,293,49,0,159,374,3,429,173.0,28,96,26,0,58,274,49,495,0,3,0,175,14,456,69,9,0,3,0,79,0,0,37356,4,0,0,0,2,72,1032,4861,0,0,0.0,0.0,2,0,0,0,631,5598,0,12,0,0,101,0,1,11,8,13,0,7,1,8,0,7,0,0,0,32,2,4,0,0,47,37,1,1,60,85,144,982,442,410,113,10,55,2875,34,212,10,620,4782,11,6,206,1,0,0,4,54,33,55,22,25,5,0,12,15,0,0,0,4,68,1187,0,141,0,0,41,0,208,1,3,8,24,0,7,326,1118,0,0,0,14,22,0,163,1719,0,60,136,265,70,3,0,19,20,0,38,2,7,1,3,0,37,0,1019,161,11,2,48,3258,47,116,7997,89,23,0,40,35,0,28755,207,25,25,0,0,2,1,199,26,365,348,153,21,426,46,249,21,136,0,8,0,0,0,1069,0,258,322,0,286,808,0,47,54,0,449,54,34,0,78,0,0,0,278,0,0,771,7,0,0,0,7,0,0,0,0,9,157,0,0,0,5,160,0,0,0,1,6,0,2,1,74,0,26,56,0,27,2400,18,210,21,89,0,8102,5,0,1,0,0,512,1512,0,0,10,1,3,542,682,104,19475.0,0,2,0,0,0,2,1,29,2148,0,0.0,0,4324,135,150,12,0,0,26958,124,17,0,1,28,0,68,10,236,531,79,29,8,0,161,0.0,77821,17,0,0,0,1,1,0,1,0
2020-02-18,0,22,573,52,0,14,16,64,132,0,0,6,0,0,0,0,88,131,56,39,0.0,5,8754,303,4,536,86,0,1,0,52,3,0,0,0,11,1189,0,3,0,5,0,8,39,1,0,1151,0,43,0,2,33,15,2,0,1164,0,40,1143,0,2,2,0,0,18,289,27,0,108,341,0,557,232.0,17,77,16,0,32,328,55,45,0,12,0,208,11,336,54,0,3,0,0,34,0,4,35388,4,0,0,0,0,28,1037,7578,8,1,0.0,0.0,0,2,0,0,1085,5332,43,0,0,0,102,0,0,8,11,10,0,3,0,0,0,4,0,1,0,20,2,0,0,0,31,51,0,0,33,49,94,940,339,372,149,0,73,2988,64,325,5,760,4053,11,2,225,0,0,0,6,67,33,152,9,28,4,1,48,16,1,3,2,4,48,1212,0,190,3,11,28,0,142,0,3,19,7,0,35,247,868,0,0,0,4,12,0,121,1117,0,53,90,285,55,3,2,21,15,0,64,0,0,1,0,0,24,0,845,94,2,0,53,2361,35,150,8665,61,4,1,7,4,0,26706,182,13,44,0,0,0,0,204,20,364,266,85,18,260,84,177,17,106,0,4,0,0,0,839,0,115,227,0,215,1035,3,65,88,0,732,38,23,0,80,0,0,0,215,0,0,440,5,0,1,4,0,0,6,0,0,8,110,0,0,0,15,115,0,0,2,0,7,1,2,1,47,10,37,39,2,27,2142,30,158,7,101,0,7719,14,0,0,0,2,407,683,0,0,7,0,2,454,579,120,13014.0,0,0,0,0,0,4,4,32,2704,0,0.0,11,3009,120,53,18,0,0,24982,82,15,0,8,37,0,51,8,230,266,12,17,28,0,127,0.0,73927,25,0,0,0,0,2,1,0,0
2020-02-19,0,54,559,117,0,5,20,29,73,0,0,36,0,0,0,0,146,239,59,50,0.0,0,7604,311,2,748,64,0,0,0,0,2,1,0,3,58,876,1,0,0,5,0,11,71,3,0,405,0,86,1,2,25,24,0,0,1049,2,54,1128,0,0,0,0,4,33,310,34,0,96,319,0,578,96.0,16,75,31,3,16,143,32,260,0,0,1,42,17,42,47,2,0,3,0,30,0,2,31953,10,0,0,0,0,75,754,4376,0,1,0.0,0.0,3,9,0,0,349,4616,0,4,0,0,56,0,0,0,2,0,0,2,6,6,0,0,0,0,0,29,0,0,0,0,2,72,0,0,45,66,107,462,180,273,114,10,88,3110,83,295,14,484,4050,3,4,87,1,0,0,9,44,42,41,8,23,13,1,22,17,3,0,0,8,49,485,0,38,0,7,22,0,140,1,7,13,24,0,0,174,797,0,0,1,33,0,0,101,1009,0,73,88,196,35,3,0,16,14,0,58,0,0,4,0,0,33,0,884,124,2,1,56,3250,44,114,7638,58,13,0,5,24,0,23013,190,11,26,0,0,4,0,182,5,370,280,52,25,351,57,240,2,86,0,1,0,0,0,690,0,98,538,0,227,446,7,47,59,0,590,54,41,0,114,0,0,0,293,0,0,501,0,0,5,0,4,0,6,0,0,20,154,0,0,0,13,44,0,2,0,1,11,0,0,0,35,0,27,46,0,46,1142,32,151,11,125,0,9222,7,1,0,1,0,328,853,1,0,16,5,0,119,520,127,13282.0,0,0,0,0,0,0,7,50,1610,1,0.0,0,2619,69,41,16,0,7,21569,82,14,0,16,21,0,96,10,130,291,94,21,9,0,121,0.0,64648,8,0,0,0,1,0,6,2,1
2020-02-20,0,10,545,109,0,12,11,40,57,0,0,26,2,0,0,0,75,146,40,58,0.0,4,7116,265,1,692,27,0,4,0,16,1,7,0,0,0,1063,0,0,0,5,0,15,17,0,0,352,0,0,0,1,16,15,0,0,697,4,48,665,0,0,4,0,0,8,230,36,0,94,245,15,469,157.0,19,58,20,0,35,190,18,354,0,4,0,140,16,101,33,6,0,6,0,36,0,4,28133,0,0,0,0,0,122,912,2599,15,5,0.0,0.0,2,0,1,2,237,4188,11,9,0,0,95,0,0,4,1,9,0,0,0,8,0,0,0,0,0,26,2,0,0,0,29,60,0,0,39,57,59,1098,84,282,129,2,38,3186,0,200,9,482,5217,25,0,173,1,0,0,13,61,43,45,4,11,10,0,29,8,2,0,5,0,47,225,0,119,4,0,42,0,156,0,0,7,8,0,0,171,698,0,0,0,8,19,0,145,830,0,62,96,79,32,3,0,14,7,0,79,0,0,2,0,0,12,0,1104,182,15,0,44,2262,29,127,6226,75,15,0,4,14,0,19553,127,4,18,0,0,0,0,259,12,340,247,54,0,211,70,99,9,88,0,8,0,0,0,556,0,181,128,0,188,792,0,27,44,0,342,33,0,0,55,0,0,0,192,0,0,302,10,0,0,6,0,0,0,0,0,22,96,0,0,0,20,82,0,0,0,1,6,0,0,0,42,3,22,26,0,93,1076,6,113,22,78,0,6398,7,0,0,1,0,253,717,4,0,8,0,3,306,292,136,9997.0,0,8,0,0,0,5,2,34,1815,0,0.0,3,2433,62,102,0,0,1,18402,120,11,0,0,24,0,52,15,150,585,59,11,43,0,109,0.0,56783,3,0,0,0,0,0,1,1,0
2020-02-21,0,0,474,82,0,17,26,79,45,0,0,41,1,0,0,0,55,108,23,52,0.0,13,7036,345,6,699,17,0,0,0,26,0,0,0,4,0,1702,0,0,0,0,1,7,66,0,0,427,0,92,0,11,25,27,0,1,763,4,0,895,0,0,0,0,0,12,299,43,1,69,323,0,233,72.0,32,22,39,0,17,247,49,155,0,2,0,138,14,196,40,5,0,0,0,34,0,3,33853,15,0,0,0,0,56,840,4611,0,0,0.0,0.0,1,0,0,0,248,4907,4,1,0,0,95,0,2,29,4,8,0,2,0,0,1,3,0,7,0,29,0,0,1,0,15,63,0,0,65,73,31,469,54,251,130,1,63,2901,89,294,5,405,5974,39,2,194,3,1,1,11,50,47,92,7,20,26,2,42,26,3,0,2,0,55,569,0,226,0,13,43,0,150,1,7,10,25,0,0,287,1017,0,0,0,8,13,0,131,1002,0,43,84,138,32,1,0,26,2,0,79,1,0,0,3,0,18,1,1159,117,6,0,27,2299,17,174,7426,63,18,0,8,16,0,21286,118,26,22,0,0,0,0,258,20,408,267,55,15,150,65,118,9,115,0,0,0,0,0,564,0,36,343,0,281,902,0,21,28,0,474,31,38,0,36,0,0,0,468,0,0,270,6,0,0,0,0,0,1,0,0,30,99,0,0,0,12,131,0,1,0,0,7,1,2,0,70,0,45,98,0,17,1128,12,119,10,105,0,6549,6,0,0,0,0,378,1126,0,0,15,1,4,191,525,143,11971.0,0,5,0,0,0,0,10,51,1704,2,0.0,7,2546,107,63,30,0,3,19849,124,29,2,6,27,0,84,10,130,585,38,17,34,0,129,0.0,64187,11,0,0,0,1,0,6,3,2
2020-02-22,0,16,529,108,0,26,0,56,42,0,0,43,0,0,0,0,101,157,37,43,0.0,5,7523,461,9,516,43,0,1,0,15,0,2,0,4,0,1850,0,0,0,2,0,13,27,0,0,489,0,67,0,0,37,28,0,0,845,1,3,714,0,0,0,0,0,22,304,59,0,48,310,0,279,81.0,32,84,13,1,16,360,22,36,0,1,0,93,0,224,41,6,0,0,0,70,3,0,41737,0,0,0,0,0,130,714,3809,0,0,0.0,0.0,6,0,0,0,555,6062,1,20,0,75,74,1,0,0,6,11,0,7,0,0,0,0,0,0,0,14,0,0,0,0,28,1,0,0,43,88,43,487,158,324,109,2,56,3076,76,302,3,425,5909,5,4,112,0,0,2,23,47,79,54,0,10,0,0,25,44,3,0,0,0,37,441,0,152,1,3,13,0,159,3,7,5,3,0,12,198,823,0,0,2,13,0,0,132,800,0,52,94,179,22,9,1,31,12,0,83,0,2,3,0,0,8,1,1172,85,12,0,33,1949,55,212,6954,83,20,2,0,16,0,19977,189,10,18,0,0,2,0,373,17,544,269,74,21,136,97,156,6,112,0,4,0,0,0,532,0,55,272,0,192,724,2,15,13,0,392,70,10,0,38,0,0,0,263,0,0,228,4,0,0,0,0,0,15,0,0,9,92,0,0,0,11,71,0,0,0,1,17,0,0,0,49,0,0,0,0,243,1280,30,86,12,146,0,14462,3,2,0,2,0,211,1275,0,0,16,0,4,222,351,109,8112.0,0,9,0,0,0,0,1,0,2069,0,0.0,5,2885,85,72,36,0,2,18805,78,21,0,6,26,0,111,16,139,519,37,20,23,0,198,0.0,71590,17,0,0,0,0,0,6,4,0
2020-02-23,0,10,610,92,0,16,12,67,65,0,0,36,1,2,0,4,87,107,41,39,0.0,9,6094,373,9,1195,0,0,4,0,1,4,6,0,4,8,1049,0,0,0,8,1,22,45,0,0,425,0,66,0,1,33,6,0,1,871,2,13,642,0,0,0,0,0,20,164,86,0,21,343,0,137,78.0,30,70,10,1,14,287,24,159,0,0,0,96,0,192,39,0,3,2,0,37,2,4,28671,4,0,0,0,0,109,506,3922,0,5,0.0,0.0,3,0,0,0,256,7776,4,9,0,0,71,3,6,0,8,23,0,1,0,4,0,0,0,0,0,11,0,0,1,0,15,65,0,0,39,65,53,672,80,179,153,15,33,2926,36,255,4,540,6203,16,0,80,1,0,0,40,35,16,50,3,17,14,0,36,0,1,0,0,5,55,510,0,120,2,4,13,0,130,0,2,5,1,0,15,157,579,0,0,0,29,14,0,110,560,0,59,108,149,28,2,0,23,3,4,50,2,0,2,1,0,8,0,1019,131,15,1,17,2469,23,186,6107,85,15,0,3,14,0,17909,130,13,24,0,0,5,0,211,5,459,166,84,22,170,51,129,7,116,0,11,0,0,0,529,0,100,96,0,159,549,4,13,12,0,290,62,20,0,33,0,0,0,0,0,0,196,9,0,0,0,0,0,0,0,0,9,112,0,0,0,14,73,0,0,3,2,17,0,1,0,52,0,43,104,1,218,1049,22,32,5,91,0,1598,4,0,0,0,0,304,516,0,0,15,0,11,182,311,91,7120.0,0,5,0,0,0,2,5,54,1196,1,0.0,4,2129,70,0,21,0,0,16821,56,18,0,1,33,0,54,0,72,607,36,24,24,0,90,0.0,54792,7,0,0,0,0,4,4,6,2
