date_day,Acre,Afghanistan,Africa,Alabama,Alagoas,Alaska,Albania,Alberta,Algeria,Amapá,Amazonas,Andorra,Angola,Anguilla,Anhui,Antigua and Barbuda,Argentina,Arizona,Arkansas,Armenia,Artania Cruise,Aruba,Asia,Australia,Australian Capital Territory,Austria,Azerbaijan,Baden-Württemberg,Bahamas,Bahia,Bahrain,Bangladesh,Barbados,Bavaria,Beijing,Belarus,Belgium,Belize,Benin,Berlin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brandenburg,Brazil,Bremen,British Columbia,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cabo Verde,California,Cambodia,Cameroon,Canada,CAR,Caribbean Netherlands,Cayman Islands,Ceará,Chad,Channel Islands,Chile,China,Chongqing,Colombia,Colorado,Congo,Connecticut,continent_name,Costa Rica,Croatia,Cuba,Curacao,Cyprus,Czechia,Delaware,Denmark,Diamond Princess,Djibouti,Dominica,Dominican Republic,DRC,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Espírito Santo,Estonia,Eswatini,Ethiopia,Europe,Faeroe Islands,Falkland Islands,Federal Bureau of Prisons,Federal District,Fiji,Finland,Florida,France,French Guiana,French Polynesia,From Diamond Princess cruise,From Grand Princess,Fujian,Gabon,Gambia,Gansu,Georgia,Germany,Ghana,Gibraltar,Goiás,Grand Princess,Greece,Greenland,Grenada,Guadeloupe,Guam,Guangdong,Guangxi,Guatemala,Guinea-Bissau,Guinea,Guizhou,Guyana,Hainan,Haiti,Hamburg,Hawaii,Hebei,Heilongjiang,Henan,Hesse,Honduras,Hong Kong,Hubei,Hunan,Hungary,Iceland,Idaho,Illinois,India,Indiana,Indonesia,Inner Mongolia,Iowa,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Ivory Coast,Jamaica,Japan,Jiangsu,Jiangxi,Jilin,Jordan,Kansas,Kazakhstan,Kentucky,Kenya,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liaoning,Liberia,Libya,Liechtenstein,Lithuania,Louisiana,Lower Saxony,Luxembourg,Macau,Madagascar,Maine,Malawi,Malaysia,Maldives,Mali,Malta,Manitoba,Maranhão,Martinique,Maryland,Massachusetts,Mato Grosso do Sul,Mato Grosso,Mauritania,Mauritius,Mayotte,Mecklenburg-Vorpommern,Mexico,Michigan,Minas Gerais,Minnesota,Mississippi,Missouri,Moldova,Monaco,Mongolia,Montana,Montenegro,Montserrat,Morocco,Mozambique,MS Zaandam,Myanmar,Namibia,Navajo Nation,Nebraska,Nepal,Netherlands,Nevada,New Brunswick,New Caledonia,New Hampshire,New Jersey,New Mexico,New South Wales,New York,New Zealand,Newfoundland and Labrador,Nicaragua,Niger,Nigeria,Ningxia,North America,North Carolina,North Dakota,North Macedonia,North Rhine-Westphalia,Northern Mariana Islands,Northern Territory,Northwest Territories,Norway,Nova Scotia,Oceania,Ohio,Oklahoma,Oman,Ontario,Oregon,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Paraná,Paraíba,Pará,Pennsylvania,Pernambuco,Peru,Philippines,Piauí,Poland,Portugal,Prince Edward Island,Puerto Rico,Qatar,Qinghai,Quebec,Queensland,Reunion,Rhineland-Palatinate,Rhode Island,Rio de Janeiro,Rio Grande do Norte,Rio Grande do Sul,Romania,Rondônia,Roraima,Russia,Rwanda,Saarland,Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Pierre Miquelon,San Marino,Santa Catarina,Sao Tome and Principe,Saskatchewan,Saudi Arabia,Saxony-Anhalt,Saxony,Schleswig-Holstein,Senegal,Serbia,Sergipe,Seychelles,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Somalia,South Africa,South America,South Australia,South Carolina,South Dakota,South Korea,South Sudan,Spain,Sri Lanka,St. Barth,St. Vincent Grenadines,Sudan,Suriname,Sweden,Switzerland,Syria,São Paulo,Taiwan,Tanzania,Tasmania,Tennessee,Texas,Thailand,The World,Thuringia,Tianjin,Tibet,Timor-Leste,Tocantins,Togo,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos,U.S. Virgin Islands,Uganda,UK,Ukraine,United Arab Emirates,Uruguay,US Military,US Virgin Islands,US,Utah,Uzbekistan,Vatican City,Venezuela,Vermont,Veteran Affair,Victoria,Vietnam,Virginia,WA,Washington DC,West Virginia,Western Australia,Western Sahara,Wisconsin,World,Worldwide,Wyoming,Xinjiang,Yemen,Yokohama,Yukon,Yunnan,Zambia,Zhejiang,Zimbabwe
2020-02-24,0,5,361,197,0,1,28,61,38,0,0,0,0,0,0,0,115,75,76,25,0.0,2,4839,374,9,485,35,0,0,0,38,5,0,14,4,0,1298,1,0,0,1,0,7,17,0,0,292,0,42,2,5,23,32,0,0,541,3,5,609,0,0,2,0,0,7,220,34,0,92,175,0,257,58.0,24,63,9,0,8,278,15,136,0,0,4,80,3,129,54,4,0,3,0,134,0,0,29751,8,0,0,0,0,73,511,2929,5,0,0.0,0.0,6,1,0,0,290,5447,64,11,0,0,78,1,0,0,5,0,0,3,0,0,0,0,0,1,0,5,0,0,0,0,16,43,0,0,35,89,57,333,133,109,103,0,21,2389,30,235,2,325,5210,7,1,114,2,0,1,18,35,29,35,3,13,0,3,23,35,0,0,0,0,35,407,0,234,1,0,24,0,235,0,0,0,14,0,9,74,679,0,0,1,4,0,0,70,502,0,25,57,103,24,8,1,16,15,0,55,2,0,0,0,0,3,0,852,120,0,0,29,732,13,190,6657,78,32,0,0,5,0,14943,113,9,0,0,0,2,0,310,17,452,137,58,10,100,55,123,22,115,0,4,0,0,0,338,0,64,71,0,128,0,2,12,11,0,326,50,21,0,8,0,0,0,123,0,0,182,1,0,2,0,3,0,21,0,0,14,0,0,0,0,6,81,0,0,0,0,18,1,0,0,73,1,10,0,1,0,972,38,82,11,104,0,8578,0,0,0,0,1,209,979,4,0,17,1,5,137,320,111,5937.0,0,2,0,0,0,0,3,54,561,0,0.0,0,1302,43,85,28,0,0,13980,48,9,0,15,30,0,54,12,95,128,44,13,26,0,151,0.0,51325,12,0,0,0,1,0,0,0,0
2020-02-25,0,37,486,46,0,6,23,57,34,0,0,55,0,0,0,0,86,91,35,30,0.0,5,4690,285,5,734,15,1,1,0,29,0,1,0,3,5,668,0,0,0,0,0,4,18,0,0,311,0,145,0,5,18,0,0,1,408,6,4,704,0,0,1,0,0,3,176,54,0,72,189,0,203,33.0,19,57,8,2,8,208,17,138,0,8,5,67,3,101,36,4,0,0,0,35,0,0,28274,10,0,0,0,1,71,240,2448,0,2,0.0,0.0,4,0,1,0,294,3905,41,0,0,0,48,1,0,11,3,5,0,1,2,0,0,-15,0,1,0,13,0,0,0,0,6,24,0,0,39,60,13,252,51,98,104,2,20,2206,50,204,3,514,5249,48,4,53,2,0,1,27,17,12,39,9,4,2,1,24,29,0,0,1,0,68,216,0,224,5,2,11,0,172,0,2,19,1,0,4,62,382,0,0,0,12,0,0,38,466,0,27,71,62,16,0,0,5,23,0,27,2,0,1,3,0,7,1,811,22,1,4,7,831,17,116,3146,50,11,0,4,6,0,9765,92,3,41,1,0,0,0,255,10,340,124,25,15,85,20,92,2,98,0,10,0,0,0,248,0,21,84,0,183,935,0,0,25,0,388,46,19,0,18,0,0,0,144,0,0,214,4,0,0,0,0,0,0,0,0,6,338,0,0,0,13,54,0,0,1,1,29,0,2,0,49,0,12,86,0,155,803,27,44,2,100,0,7937,2,0,0,1,1,286,1339,0,0,20,0,6,165,224,107,3402.0,0,3,0,0,0,5,5,29,343,0,0.0,5,1577,16,50,27,0,0,8779,41,7,3,7,20,0,55,18,50,251,46,19,30,0,62,0.0,44358,9,0,0,0,0,0,9,1,0
2020-02-26,0,2,533,39,0,4,34,42,29,0,0,20,1,0,0,2,35,83,32,41,0.0,3,3755,430,7,1023,7,2,0,0,53,6,0,0,21,0,526,1,4,0,0,0,1,22,0,0,341,0,48,0,13,12,15,0,0,408,1,10,619,0,0,2,0,2,1,114,51,1,71,128,1,88,22.0,24,55,5,1,21,124,31,127,0,2,1,43,15,192,39,2,3,0,0,17,0,1,24938,4,0,0,0,1,96,220,3375,5,5,0.0,0.0,5,1,1,0,182,3930,3,0,0,0,71,0,0,4,0,13,0,1,0,0,0,1,0,1,0,21,0,0,0,0,3,30,1,0,20,20,17,235,86,67,107,0,15,1762,33,219,15,418,4789,0,2,39,3,0,0,15,18,6,21,1,2,28,2,17,48,0,0,0,5,33,335,0,77,1,5,18,0,106,0,0,20,0,0,9,41,131,0,0,0,8,15,0,51,291,0,66,42,66,15,0,0,12,7,0,21,0,0,2,1,0,13,0,545,72,0,2,23,930,18,209,6314,53,15,0,1,4,0,12041,109,3,21,1,0,1,0,232,13,486,87,13,18,78,30,104,1,32,0,5,0,0,0,182,0,32,90,0,125,460,0,8,7,0,409,78,11,0,23,0,0,0,186,0,0,6,17,0,0,1,3,0,12,0,0,14,51,0,0,0,19,27,0,0,1,0,0,1,2,0,54,1,18,28,0,280,814,36,102,7,76,0,6584,13,0,0,0,1,125,883,0,1,20,0,8,110,135,106,4030.0,0,1,0,0,0,0,2,15,293,1,0.0,8,967,24,45,4,0,11,11227,76,3,0,7,23,0,56,2,33,225,21,4,35,0,42,0.0,42567,2,0,0,0,0,0,0,2,0
2020-02-27,0,16,342,26,0,11,13,33,62,0,0,25,0,0,0,0,41,48,43,4,0.0,1,4707,365,13,735,12,3,0,0,27,9,3,0,23,5,928,0,0,0,4,0,8,35,0,0,441,0,0,0,8,27,35,0,0,297,33,16,141,0,0,0,0,0,3,95,59,1,25,119,0,104,9.0,17,100,14,0,11,170,11,124,0,0,1,90,7,257,33,0,0,0,0,46,0,2,25899,26,0,0,0,1,92,244,2022,0,3,0.0,0.0,6,0,0,2,66,3856,3,5,0,-2,94,2,1,2,14,8,0,2,0,2,0,1,0,3,0,8,0,0,1,0,1,82,0,0,36,95,9,297,93,76,129,0,20,2439,19,121,3,355,5560,11,0,47,0,0,0,12,10,8,16,8,13,0,0,56,26,1,0,0,9,49,74,0,128,5,9,19,0,335,0,0,17,1,0,7,56,117,0,0,0,14,10,0,65,230,0,32,67,64,14,5,0,4,6,0,26,1,0,0,0,0,0,1,573,34,0,4,13,587,8,172,4594,36,3,0,1,14,0,8769,28,2,30,2,0,0,0,199,7,406,106,15,14,48,24,159,6,68,0,0,0,0,0,111,0,45,82,0,113,320,1,10,13,0,38,60,17,0,17,0,0,0,209,0,0,132,2,0,0,0,0,0,15,0,0,8,119,0,0,0,11,34,0,0,0,2,10,0,0,0,23,0,8,31,0,34,946,34,22,7,64,0,7593,10,0,0,0,0,164,1371,1,0,42,6,7,134,111,122,4651.0,0,4,0,0,0,2,1,15,289,0,0.0,0,665,26,0,23,0,0,8346,45,4,0,7,3,0,59,27,63,203,22,4,20,0,101,0.0,41069,2,0,0,0,2,0,1,1,0
2020-02-28,0,0,143,25,0,9,0,31,45,0,0,13,0,0,0,0,67,25,22,30,0.0,3,1156,282,10,329,9,4,0,0,12,0,8,1,10,7,0,0,0,0,0,0,0,3,0,0,201,0,76,0,0,21,24,0,2,266,2,13,243,0,0,0,0,0,18,103,44,0,52,113,0,29,13.0,4,38,0,0,9,91,6,71,0,0,0,40,0,106,9,0,0,1,0,0,3,0,16237,0,0,0,0,0,91,200,1847,3,0,0.0,0.0,4,1,0,0,70,2222,2,0,0,7,35,0,0,5,1,8,0,5,0,0,0,3,0,0,0,11,1,0,0,0,2,1,0,0,28,64,6,168,57,42,0,0,25,0,6,102,0,0,6557,0,0,47,2,1,0,15,9,1,23,0,0,2,0,0,43,0,0,0,0,36,226,0,186,2,0,14,0,0,0,0,9,2,0,5,44,116,0,0,0,0,4,0,48,256,0,22,60,13,14,7,0,10,2,0,10,0,0,0,0,0,13,0,637,-4,6,0,10,437,14,97,3807,14,2,0,0,10,0,7573,94,2,8,21,0,2,1,221,6,296,76,4,0,59,23,111,1,45,0,4,0,0,0,94,0,55,73,0,97,260,0,7,11,0,42,38,2,0,12,0,0,0,59,0,0,53,0,0,0,0,1,0,9,0,0,18,48,0,0,1,9,39,0,0,0,2,14,0,1,0,47,0,41,42,0,0,625,33,48,0,98,0,570,4,0,0,0,1,113,1247,0,0,0,0,5,106,127,188,3672.0,0,0,0,0,0,7,40,0,277,0,0.0,1,1035,6,13,25,0,0,7124,24,5,0,5,20,0,67,2,33,269,21,4,30,0,63,0.0,26030,2,0,0,0,0,0,0,1,0
2020-02-29,0,0,173,28,0,0,12,49,4,0,0,0,1,0,0,0,30,26,38,24,0.0,0,2516,194,3,492,0,4,1,0,14,4,1,0,13,0,558,0,0,0,0,0,2,21,0,0,330,0,77,0,10,30,0,0,0,208,4,7,213,1,0,0,0,0,3,92,36,0,30,86,0,35,10.0,24,55,5,0,8,130,9,29,-6,0,0,38,5,166,29,2,0,0,0,23,0,0,21242,12,0,0,0,1,73,131,1617,0,4,0.0,0.0,4,1,0,0,197,3516,3,0,0,0,31,0,0,6,0,4,0,3,0,1,0,10,0,0,0,11,0,0,0,3,0,17,0,0,18,0,13,162,69,25,81,0,1,966,16,126,1,178,5986,5,3,44,0,0,0,16,12,4,14,0,17,6,0,13,24,0,1,0,9,21,145,0,0,0,3,4,0,153,0,0,11,0,0,0,42,85,0,0,0,7,3,0,39,218,0,26,28,32,17,0,4,5,1,0,20,0,0,0,0,0,6,0,534,66,0,2,11,148,8,54,2803,13,1,1,0,0,0,5828,50,7,10,5,0,0,0,193,1,211,54,5,4,61,26,78,4,63,1,5,0,0,0,105,0,29,77,0,61,234,0,6,10,0,18,37,17,1,10,0,0,0,0,0,0,54,6,0,0,0,1,0,7,0,0,6,70,0,0,0,11,31,0,1,1,2,9,0,1,0,0,0,13,22,0,38,737,17,45,0,147,0,4946,7,0,0,0,0,201,1394,0,1,18,0,6,110,109,89,2699.0,0,0,0,1,0,0,0,6,311,0,0.0,0,714,15,0,16,0,3,5428,34,4,0,23,7,0,51,5,21,147,6,3,26,0,59,0.0,30707,4,0,0,0,0,0,0,2,3
2020-03-01,0,2,232,26,0,3,0,27,8,0,0,22,1,0,0,0,31,24,25,14,0.0,1,2567,168,2,360,10,1,2,0,16,2,3,4,11,18,462,0,0,0,0,1,5,24,0,0,118,1,40,0,0,18,7,0,1,177,10,7,144,1,0,2,0,1,4,104,48,0,26,56,2,62,35.0,20,11,5,0,9,202,4,94,8,0,0,0,4,92,46,0,2,0,0,16,0,3,20290,8,0,0,0,0,43,104,1861,0,5,0.0,0.0,3,0,0,1,91,3543,7,2,0,1,46,0,0,12,2,17,1,1,0,0,0,1,0,2,1,10,0,1,0,5,12,48,0,0,12,79,12,133,32,22,60,0,5,1237,28,191,1,176,5322,0,1,40,0,0,0,13,14,5,15,0,11,3,0,25,24,1,0,0,0,12,112,1,149,0,0,10,0,130,0,0,0,0,0,9,22,72,0,0,0,4,1,0,46,215,0,13,18,17,13,2,0,4,5,0,8,0,0,0,1,0,3,0,409,11,0,0,5,315,7,75,2626,11,3,0,1,4,0,5198,47,12,24,36,0,2,0,171,2,179,31,13,9,43,13,125,1,28,0,2,0,0,0,49,0,79,13,0,53,144,1,2,8,0,27,40,14,1,11,0,0,0,31,0,0,52,0,0,0,0,0,0,4,0,0,4,36,0,0,1,0,21,0,0,1,1,8,0,1,0,72,0,19,33,0,86,487,8,21,3,87,0,4966,10,0,0,0,3,154,1002,0,0,27,0,0,55,98,50,2669.0,0,1,0,0,0,8,0,15,168,0,0.0,0,643,10,27,15,0,1,4910,12,10,0,6,3,0,29,11,25,190,31,3,12,0,46,0.0,28953,0,0,0,0,0,0,0,1,0
2020-03-02,0,0,96,13,0,3,5,22,10,0,0,14,0,0,0,0,18,8,15,38,0.0,0,2101,141,1,372,0,4,0,0,13,4,0,6,11,0,309,0,1,1,2,0,0,7,0,0,180,0,45,0,5,13,13,0,0,146,2,3,129,0,0,0,0,0,1,37,23,0,27,36,0,29,16.0,19,21,4,0,9,108,10,88,0,0,0,13,7,57,14,1,3,0,0,9,0,0,13562,14,0,0,0,1,54,111,1404,4,3,0.0,0.0,0,0,0,0,51,3164,2,5,0,1,31,1,0,6,4,8,0,0,0,0,0,-7,0,0,0,2,0,1,0,2,3,27,0,0,15,80,2,129,22,9,82,0,10,1046,0,74,0,102,4207,3,2,34,0,0,0,8,4,9,8,0,6,0,0,15,6,0,0,0,9,9,84,0,132,2,0,10,0,110,0,0,5,2,0,4,25,38,0,0,1,3,0,0,25,54,0,16,13,8,6,0,0,1,6,0,9,0,0,0,0,0,5,0,346,28,3,0,13,160,5,40,1378,8,0,1,0,0,0,3152,26,2,12,20,0,0,0,108,5,150,22,12,6,24,7,77,3,23,0,0,0,0,0,42,0,38,15,0,79,194,0,1,10,0,20,50,2,0,10,0,0,0,31,0,0,0,3,0,0,0,0,0,21,0,0,8,67,0,0,0,5,14,0,2,0,0,2,0,0,0,47,1,0,11,0,0,386,5,13,0,152,0,1298,6,0,0,0,0,106,478,0,0,8,3,0,22,91,60,1379.0,0,0,0,0,0,0,2,10,93,0,0.0,0,676,2,0,29,0,0,2916,15,8,0,0,2,0,28,8,12,173,9,1,17,0,24,0.0,19447,3,0,0,0,0,0,2,1,0
2020-03-03,0,0,157,10,0,3,8,23,12,0,0,25,0,0,0,0,14,3,0,20,0.0,1,3352,113,1,260,6,7,0,0,27,4,2,10,13,15,243,0,0,2,0,0,1,13,0,1,115,0,83,0,12,14,5,0,0,151,11,5,156,0,0,0,0,0,0,45,23,0,18,25,0,27,3.0,9,16,2,1,3,81,8,84,0,1,0,0,4,53,30,0,0,0,0,33,0,1,13534,11,0,0,0,0,39,55,1097,0,0,0.0,0.0,0,2,1,0,23,2309,1,0,0,1,35,0,0,21,3,6,0,0,0,0,0,4,0,0,1,4,0,0,0,0,1,19,1,0,8,51,4,55,26,5,55,0,6,2370,31,69,0,123,3526,2,1,53,0,0,0,13,7,3,2,4,12,3,0,22,13,0,1,0,12,9,60,0,63,3,0,15,0,117,0,0,18,7,0,4,18,21,0,0,0,0,2,0,11,7,0,6,9,7,1,0,2,1,2,1,11,0,0,0,0,0,6,0,292,11,1,2,9,88,2,57,739,8,0,0,0,5,0,2002,25,4,7,15,0,0,0,157,2,123,17,9,9,13,17,60,4,17,0,2,0,0,0,33,0,31,15,0,41,117,0,0,3,0,24,16,3,0,2,0,0,0,62,0,0,54,1,0,0,0,1,0,17,0,0,1,38,0,1,0,4,18,0,0,0,0,3,0,0,0,23,0,33,22,0,54,307,5,13,1,93,0,3774,21,0,0,1,0,71,388,0,0,23,2,3,26,37,35,2405.0,1,0,0,0,0,0,2,5,51,0,0.0,0,407,7,15,21,0,0,1772,10,5,0,3,5,0,27,7,15,110,9,1,4,0,42,0.0,19475,5,0,0,16,0,0,0,0,0
2020-03-04,0,1,72,7,0,2,9,18,6,0,0,9,0,0,0,0,9,5,6,34,0.0,1,1879,78,0,193,3,18,0,0,7,2,0,13,4,0,185,0,1,3,0,0,0,1,0,0,31,1,30,0,6,15,0,0,0,113,12,1,96,0,0,0,0,0,3,81,17,0,12,25,0,15,12.0,6,9,1,0,13,85,1,62,0,0,0,10,1,21,40,0,0,0,0,20,0,0,9664,29,0,0,0,0,25,13,1210,4,0,0.0,0.0,0,0,0,0,12,1395,0,2,0,0,21,1,0,0,2,3,1,6,0,0,0,0,0,0,0,3,0,0,0,2,2,13,1,0,11,19,0,13,9,4,38,0,1,1053,9,53,0,54,3233,0,2,7,0,0,0,19,2,23,4,0,7,0,0,15,10,0,0,0,0,4,33,3,63,1,0,5,0,120,0,0,9,1,0,0,8,33,0,0,0,0,0,3,29,5,0,19,2,4,6,7,3,2,0,0,9,0,0,0,0,0,0,0,278,19,1,0,4,70,4,39,223,4,0,0,0,1,0,1106,8,0,5,10,0,0,0,103,2,82,13,3,2,32,12,100,1,14,0,1,0,0,0,16,0,15,47,0,55,86,0,0,38,0,11,10,0,0,1,0,0,0,26,0,0,30,2,1,0,0,0,0,-7,0,0,1,15,0,0,0,3,10,0,1,1,1,3,0,1,0,17,0,11,34,1,1,211,3,6,1,84,0,1954,8,0,0,0,0,82,137,0,1,18,1,0,13,19,63,2786.0,0,0,0,0,0,0,1,4,29,0,0.0,0,152,2,0,21,0,1,937,13,4,0,16,4,0,23,4,7,135,5,0,3,0,14,0.0,13014,7,0,0,0,0,1,0,1,0
2020-03-05,0,5,81,10,0,0,4,17,9,0,0,4,0,0,0,0,11,1,4,10,0.0,0,1858,78,1,218,6,21,1,0,9,3,0,4,15,9,172,0,0,3,0,0,1,3,0,0,52,1,0,0,10,9,12,0,0,82,5,2,84,0,0,0,0,0,0,14,28,0,21,34,1,3,4.0,8,10,0,0,7,67,1,34,1,0,0,0,0,9,16,0,0,0,0,70,0,4,10225,7,0,0,0,0,25,33,924,0,0,0.0,0.0,0,0,0,1,36,1566,3,0,0,0,103,0,0,3,0,5,0,1,0,0,0,6,0,0,6,1,0,0,0,2,3,7,4,0,7,19,0,27,10,5,17,0,4,1209,14,41,0,50,3590,0,2,40,0,0,0,9,1,1,3,2,11,0,0,4,11,0,1,0,0,5,26,6,18,1,0,6,0,125,0,0,3,3,0,5,6,26,0,0,0,0,0,1,12,20,0,14,4,0,11,0,0,0,0,0,11,0,0,0,0,0,1,0,176,5,4,0,6,39,4,36,133,0,0,0,0,0,0,888,7,0,0,64,0,0,0,130,3,78,9,3,2,42,3,61,1,12,0,1,0,0,0,19,0,28,0,0,39,76,0,1,64,0,15,6,3,5,0,1,0,0,35,0,0,4,4,0,0,0,0,0,8,0,0,0,15,0,0,1,0,9,0,1,0,0,2,0,0,0,14,0,7,38,0,10,152,9,9,0,74,0,1597,10,2,0,0,0,82,841,0,3,0,0,1,7,13,0,1312.0,0,0,0,0,0,0,2,2,12,0,0.0,0,251,2,12,2,0,0,753,4,5,0,7,3,0,14,4,4,127,1,0,11,0,7,0.0,13282,0,0,0,0,0,1,0,0,0
2020-03-06,0,6,78,6,0,0,5,10,8,0,0,0,0,0,0,0,11,2,3,5,0.0,0,684,49,0,198,4,26,0,1,1,2,0,27,0,0,327,0,0,6,0,0,0,3,0,0,0,0,9,0,3,12,1,0,0,73,0,0,55,1,0,0,0,0,0,18,14,0,8,24,0,11,5.0,1,9,0,1,5,81,2,37,0,0,0,6,0,2,17,0,1,0,1,26,0,0,8306,2,0,0,0,0,88,40,838,1,0,0.0,0.0,0,0,0,3,33,891,1,0,0,-1,38,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,4,4,0,7,23,4,20,24,3,21,0,1,0,9,39,0,46,3497,3,0,67,0,0,0,6,2,2,4,0,12,0,0,4,6,0,0,0,3,2,41,8,21,0,0,3,0,231,4,0,0,0,0,4,9,15,0,0,0,0,1,1,26,8,0,7,0,1,6,0,0,2,0,0,10,0,0,0,0,0,3,0,155,1,1,0,1,20,3,23,191,2,0,0,0,0,0,822,7,0,5,106,0,0,0,130,0,51,12,0,1,22,4,5,3,7,0,1,0,0,0,6,0,5,42,0,27,57,1,1,17,0,7,16,1,1,6,0,0,0,26,0,0,14,0,0,0,1,0,0,21,0,0,4,17,0,0,4,3,5,0,2,0,0,3,0,0,0,12,0,22,40,0,27,56,1,6,0,76,0,1159,3,0,0,0,0,140,1,0,4,6,0,1,6,14,32,1812.0,0,0,0,0,0,0,0,2,1,0,0.0,0,342,0,1,2,0,0,718,15,1,0,8,3,0,8,0,11,73,6,0,0,0,8,0.0,9997,1,0,0,0,0,0,0,4,0
2020-03-07,0,3,58,6,0,0,10,6,11,0,0,0,0,0,0,1,3,1,3,9,0.0,2,3239,51,0,174,0,25,0,1,14,0,0,38,1,6,160,0,0,9,0,0,7,7,0,1,74,1,11,0,12,8,0,0,0,56,2,0,41,0,0,0,0,0,0,10,23,0,7,27,0,7,3.0,3,6,1,1,2,33,0,42,1,0,0,0,1,7,13,0,0,0,0,68,1,1,7849,6,0,0,1,0,1,26,785,0,0,0.0,0.0,0,1,0,2,4,1008,0,0,0,0,73,0,0,1,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,1,0,6,4,0,6,21,1,14,5,0,62,0,1,2654,18,20,0,28,2547,0,0,37,0,0,0,0,1,4,3,1,20,0,0,9,16,0,0,0,0,4,17,1,12,0,0,2,0,39,1,0,6,1,0,3,7,15,0,0,1,0,0,0,3,13,0,5,5,2,0,0,0,4,0,0,1,0,0,0,2,0,3,0,190,9,0,0,0,19,4,20,97,1,0,0,0,0,0,642,2,0,5,65,0,0,0,175,0,52,11,1,0,22,8,6,0,9,0,0,0,0,0,19,0,16,46,0,23,34,0,3,58,0,0,11,0,2,9,1,0,0,27,0,0,11,1,1,0,1,0,0,3,0,0,1,24,0,1,1,11,10,0,0,0,0,4,0,0,0,13,0,11,45,0,8,131,3,1,1,107,0,1453,5,0,0,1,1,133,507,0,3,3,0,1,8,17,7,1362.0,0,0,0,0,0,0,1,3,3,0,0.0,0,208,0,0,4,0,1,574,4,0,0,2,0,0,13,9,12,112,0,0,3,0,11,0.0,11971,1,0,0,0,0,0,0,12,0
2020-03-08,0,0,33,0,1,1,8,4,2,0,0,0,0,0,0,0,10,0,5,5,0.0,0,327,41,0,126,4,66,0,0,2,0,0,31,1,9,85,0,0,4,0,0,1,0,0,0,25,0,7,0,14,16,0,0,0,65,2,0,40,0,0,1,0,0,0,10,8,0,0,16,0,2,0.0,1,12,0,0,13,23,3,170,0,0,0,0,0,2,13,0,0,0,0,25,0,0,7165,1,0,0,0,0,90,20,595,0,2,0.0,0.0,0,0,0,0,7,784,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,5,0,3,32,0,7,5,2,0,0,2,0,12,27,0,26,2651,0,6,58,0,0,0,0,4,2,3,0,0,0,0,1,9,0,0,0,1,0,6,2,7,0,0,1,0,9,0,0,3,3,0,0,0,13,0,0,0,0,0,2,0,10,1,4,0,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,111,4,0,0,1,8,2,14,106,0,0,0,0,0,0,490,8,0,0,46,0,0,0,180,0,41,0,1,1,17,3,2,5,13,0,1,0,0,0,6,0,5,0,0,14,17,0,0,0,0,8,8,4,5,0,1,0,0,21,0,0,6,0,2,0,0,0,0,8,0,0,1,17,0,2,0,6,12,0,0,0,0,2,0,0,0,9,0,11,39,0,-1,56,4,2,0,110,0,1502,1,0,0,0,0,188,216,0,3,1,0,1,9,9,5,1277.0,1,0,0,0,0,0,1,6,1,0,0.0,0,134,2,11,0,0,0,428,2,0,0,0,0,0,9,5,8,84,0,0,5,0,2,0.0,8112,0,0,0,0,0,0,0,0,0
